ID,Plate Type,Primary Customer City,Primary Customer State,Registration Start Date,Registration Expiration Date,Registration Usage,Vehicle Type,Vehicle Weight,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Body,Primary Color,Vehicle Declared Gross Weight,Fuel Code,Vehicle Recorded GVWR,Vehicle Name,Type,Vehicle Category
2951643,Passenger,ARMONK,NY,12/31/2024,12/30/2027,Regular,SUV,0,2025,Audi,Q5 E Premium 55,SU,Gray,0,H04,0,Audi Q5 Plug In,PHEV,Light-Duty (Class 1-2)
2948019,Passenger,AVON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2318395,Passenger,AVON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Volvo,Xc60 T8 Recharge Inscription,SU,Black,"808,040",H04,0,Volvo XC60 Plug In,PHEV,Light-Duty (Class 1-2)
2945023,Passenger,AVON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Cadillac,Lyriq Lux,SU,Gray,0,E00,0,Cadillac Lyriq,BEV,Light-Duty (Class 1-2)
2952422,Passenger,BETHANY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2019,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2952920,Passenger,BOLTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,BMW,I4 Edrive35,4D,Gray,0,E00,0,BMW i4,BEV,Light-Duty (Class 1-2)
2950222,Passenger,BRIDGEPORT,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Toyota,Rav4 Prime Xse,SU,Red,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2952063,Passenger,BRIDGEPORT,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2952165,Passenger,BRIDGEPORT,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2947447,Passenger,BRIDGEPORT,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Jeep,Wrangler 4xe,SU,Gray,0,H04,0,Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2946364,Passenger,BRISTOL,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Cadillac,Lyriq Tech,SU,Black,0,E00,0,Cadillac Lyriq,BEV,Light-Duty (Class 1-2)
2952995,Passenger,BRISTOL,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Lexus,Nx 450h Luxury,EP,White,0,H04,0,Lexus NX 450h+,PHEV,Light-Duty (Class 1-2)
2944732,Passenger,BRISTOL,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,KIA,Sportage X-line Prestige,EP,Gray,0,H04,0,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
2949017,Passenger,BRISTOL,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2023,Jeep,Wrangler Rubicon 4xe,4W,Blue,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
2946202,Passenger,BROOKFIELD,CT,12/31/2024,12/30/2027,Regular,SUV,"5,842",2025,KIA,Sorento Ex,SU,Gray,0,H04,"5,842",Kia Sorrento Plug In,PHEV,Light-Duty (Class 1-2)
2946916,Passenger,BROOKLYN,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Mazda,Cx-90 Premium Plus,SU,Black,"1,133,521",H04,0,Mazda CX-90,PHEV,Light-Duty (Class 1-2)
1860374,Passenger,BURLINGTON,CT,12/31/2024,12/30/2027,Regular,Passenger,"3,900",2019,Subaru,Crosstrek,SU,Blue,0,G04,0,Subaru Crosstrek,PHEV,Light-Duty (Class 1-2)
2946992,Passenger,CHESHIRE,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Tesla,Model Y,SU,Red,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2951531,Passenger,CLINTON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Toyota,Rav4 Prime Se,SU,Gray,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2949896,Passenger,CLINTON,CT,12/31/2024,12/30/2027,Regular,Truck,"6,600",2024,Jeep,Wrangler Rubicon 4xe,EP,Red,0,H04,"6,600",Jeep Wrangler 4xe,PHEV,Light-Duty (Class 1-2)
2953418,Passenger,COLCHESTER,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2952059,Passenger,COLCHESTER,CT,12/31/2024,12/30/2027,Regular,Truck,"6,100",2024,Chevrolet,Blazer Rs,EP,Red,0,E00,"6,614",Chevrolet Blazer,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2948737,Passenger,COLUMBIA,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,KIA,Sportage Sx Prestige,4D,Gray,"4,132,912",H04,0,KIA SPORTAGE,PHEV,Light-Duty (Class 1-2A)
2943890,Passenger,COVENTRY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2023,Hyundai,Ioniq 5 Limited,SW,Gray,0,E00,0,Hyundai Ioniq EV,BEV,Light-Duty (Class 1-2)
2946271,Passenger,COVENTRY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Ford,Mustang Mach-e Premium,4D,Blue,"2,373,176",E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2948135,Passenger,CROMWELL,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Chevrolet,Equinox Lt,SU,White,0,E00,0,Chevrolet Equinox 2lt,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2953389,Passenger,DANBURY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
1860921,Passenger,DANBURY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2019,Nissan,Leaf S Plus,4H,Black,0,E00,0,Nissan Leaf,BEV,Light-Duty (Class 1-2)
2947763,Passenger,DARIEN,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2953488,Passenger,DARIEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Premium,SU,Blue,0,E00,0,Rivian R1S,BEV,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
2953335,Passenger,DARIEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Black,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2945514,Passenger,EAST HARTFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,BMW,Ix Xdrive50,SU,Blue,0,E00,0,BMW iX,BEV,Light-Duty (Class 1-2)
2946168,Passenger,EAST HARTFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Volvo,Xc60 Plus,SU,Gray,0,H04,0,Volvo Xc60 Plus,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2949915,Passenger,EAST HARTFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Hyundai,Tucson Limited,SU,Black,0,H04,0,Hyundai Tucson Limited,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2950943,Passenger,EAST HARTFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,KIA,Ev9 Gt Line,SU,Blue,0,E00,0,KIA Ev9 Gt Line,BEV,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
2321877,Passenger,EAST HAVEN,CT,12/31/2024,12/30/2027,Regular,SUV,"5,530",2021,Toyota,Rav4 Prime Se,SU,Blue,0,H04,"5,530",Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2948586,Passenger,EAST LYME,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2318311,Passenger,EASTON,CT,12/31/2024,12/30/2027,Regular,Passenger,"4,500",2022,Jaguar,I-pace Hse,SU,Black,0,E00,"5,000",Jaguar I-Pace,BEV,Light-Duty (Class 1-2)
2951856,Passenger,EASTON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Audi,Q5 E Premium Plus 55,UT,White,0,H04,0,Audi Q5 Plug In,PHEV,Light-Duty (Class 1-2)
2944590,Passenger,EASTON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Mazda,Cx-90 Premium Plus,SU,Black,"3,772,885",H04,0,Mazda CX-90,PHEV,Light-Duty (Class 1-2)
2944568,Passenger,ESSEX,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,BMW,X5 Xdrive50e,SU,White,"7,258,525",H06,0,BMW X5,PHEV,Light-Duty (Class 1-2)
2948735,Combination,FAIRFIELD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,834",2024,Tesla,Cybertruck,TK,Silver,0,E00,"8,834",Tesla Cybertruck,BEV,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
2317472,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Volvo,Xc40 Recharge,4W,Blue,0,E00,0,Volvo XC40 Recharge,BEV,Light-Duty (Class 1-2)
2950970,Combination,FAIRFIELD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,532",2025,Rivian,R1t Premium,PK,Blue,0,E00,"8,532",Rivian R1t Premium,BEV,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
2952354,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,Gray,"3,737,484",E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2952682,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Hyundai,Ioniq 6 Sel,SD,White,0,E00,0,Hyundai Ioniq 6,BEV,Light-Duty (Class 1-2)
2952772,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Jeep,Grand Cherokee Limited 4xe,4W,Black,0,H04,0,Jeep Grand Cherokee Plug In,PHEV,Light-Duty (Class 1-2)
2952169,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,BMW,I4 M50,4D,Black,0,E00,0,BMW I4 M50,BEV,
2947435,Combination,FAIRFIELD,CT,12/31/2024,12/30/2027,Combination,SUV,"8,532",2025,Rivian,R1s Adventure,SU,Black,0,E00,"8,532",Rivian R1S,BEV,Light-Duty (Class 1-2)
2947876,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Mini,Cooper S E Countryman All4,EP,Black,0,E00,0,MINI Cooper S E Countryman All4,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2947190,Passenger,FAIRFIELD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Black,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2952383,Passenger,FARMINGTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2017,Tesla,Model S,4D,Black,0,E00,0,Tesla Model S,BEV,Light-Duty (Class 1-2)
2945929,Passenger,FARMINGTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,BMW,I5 Edrive 40,4D,Green,0,E00,0,BMW I5 Edrive 40,BEV,
2952927,Passenger,FARMINGTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2949627,Passenger,FARMINGTON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Red,"5,016,312",E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2953093,Passenger,GLASTONBURY,CT,12/31/2024,12/30/2027,Regular,Passenger,"5,300",2025,Audi,Q6 E-tron Premium Plus,SU,Gray,0,E00,"6,500",Audi Q6 E-tron Premium Plus,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
1862458,Passenger,GLASTONBURY,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2019,Hyundai,Ioniq,4D,White,"1,716,077",H04,0,Hyundai Ioniq Plug In,PHEV,Light-Duty (Class 1-2)
2952137,Passenger,GLASTONBURY,CT,12/31/2024,12/30/2027,Regular,SUV,"5,500",2024,Ford,Mustang Mach-e Select,EP,Gray,"2,465,744",E00,"5,820",Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2953243,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Premium,SU,Green,0,E00,0,Rivian R1S,BEV,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
2947994,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2022,Volvo,Xc60 T8 Recharge Inscription,SU,White,0,H04,0,Volvo XC60 Plug In,PHEV,Light-Duty (Class 1-2)
2953376,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Toyota,Rav4 Xse,SU,Red,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2950848,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2952359,Combination,GREENWICH,CT,12/31/2024,12/30/2027,Combination,Truck,"8,834",2024,Tesla,Cybertruck,PK,Silver,0,E00,"8,834",Tesla Cybertruck,BEV,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
2947042,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Ferrari,296 Gts,CV,Blue,0,H06,0,FERRARI 296 GTS,PHEV,Light-Duty (Class 1-2A)
2953471,Passenger,GREENWICH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Hyundai,Ioniq 5 Se,SU,Gray,0,E00,0,Hyundai Ioniq 5 Se,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2950820,Passenger,GROTON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2947259,Passenger,GROTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2949762,Passenger,GUILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Black,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2949800,Combination,GUILFORD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,834",2024,Tesla,Cybertruck,TK,Silver,0,E00,"8,834",Tesla Cybertruck,BEV,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)"
1860074,Passenger,GUILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2019,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2946683,Passenger,GUILFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,BMW,X5 Xdrive50e,SU,Black,0,H06,0,BMW X5,PHEV,Light-Duty (Class 1-2)
2953467,Combination,GUILFORD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,532",2025,Rivian,R1t Adventure,PK,Green,0,E00,"8,532",Rivian R1T,BEV,Light-Duty (Class 1-2)
2945038,Passenger,GUILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2953407,Passenger,HAMDEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Chevrolet,Equinox Rs,SU,Black,0,E00,0,Chevrolet Equinox Rs,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2949456,Passenger,HAMDEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2023,Volkswagen,Id.4 Pro S,SU,Black,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2952885,Passenger,HARTFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2951369,Passenger,HARWINTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Hyundai,Tucson Limited,SU,Gray,0,H04,0,Hyundai Tucson Limited,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2947161,Combination,KENT,CT,12/31/2024,12/30/2027,Combination,Truck,"10,300",2025,GMC,Hummer Pickup 3x,TK,Blue,0,E00,"10,300",GMC Hummer Pickup 3x,BEV,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
2946275,Passenger,KILLINGWORTH,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Chevrolet,Blazer 2lt,SU,White,0,E00,0,Chevrolet Blazer 2lt,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2944971,Passenger,LAKEVILLE,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Subaru,Solterra Premium,SU,Gray,0,E00,0,Subaru Solterra,BEV,Light-Duty (Class 1-2)
676173,Passenger,LEDYARD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Tesla,Model 3,SD,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2949899,Combination,LITCHFIELD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,532",2025,Rivian,R1t Premium,PK,Blue,0,E00,"8,532",Rivian R1t Premium,BEV,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
2316750,Passenger,LYME,CT,12/31/2024,12/30/2027,Regular,SUV,"4,774",2021,Toyota,Rav4 Prime Xse,SW,Silver,0,H04,"5,530",Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2945167,Passenger,MADISON,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Volvo,Xc60 Plus,SU,Blue,0,H04,0,Volvo Xc60 Plus,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2953284,Passenger,MANCHESTER,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2018,Chevrolet,Volt Lt,4D,Black,0,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
1853346,Passenger,MANCHESTER,CT,12/31/2024,12/30/2027,Regular,SUV,0,2019,Hyundai,Kona Limited,SU,White,0,E00,0,Hyundai Kona Electric,BEV,Light-Duty (Class 1-2)
2946887,Passenger,MANSFIELD CENTER,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,White,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2951663,Passenger,MERIDEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2952799,Passenger,MIDDLETOWN,CT,12/31/2024,12/30/2027,Regular,SUV,"5,718",2024,Honda,Prologue Tour,EP,Blue,0,E00,"6,614",Honda Prologue Tour,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2952866,Passenger,MIDDLETOWN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2946477,Passenger,MIDDLETOWN,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Red,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2952882,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,KIA,Sportage X Line,SU,Green,"5,747,918",H04,0,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
2318415,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Volvo,Xc40 Recharge,4W,Blue,0,E00,0,Volvo XC40 Recharge,BEV,Light-Duty (Class 1-2)
2952847,Combination,MILFORD,CT,12/31/2024,12/30/2027,Combination,Truck,"8,550",2024,Ford,F150 Lightning Lariat,PK,Gray,0,E00,"8,550",Ford F150 Lightning Lariat,BEV,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)"
2949348,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Genesis,Gv60 Standard,SU,Black,0,E00,0,Genesis Gv60 Standard,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2945391,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Black,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2952736,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Mazda,Cx-90 Premium Plus,SU,Blue,0,H04,0,Mazda CX-90,PHEV,Light-Duty (Class 1-2)
2948478,Passenger,MILFORD,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Mazda,Cx-90 Premium Plus,SU,Silver,0,H04,0,Mazda CX-90,PHEV,Light-Duty (Class 1-2)
2317474,Passenger,MILLDALE,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Mini,Cooper Se,2H,Silver,"4,530,420",E00,0,Mini Hardtop 2 Door EV,BEV,Light-Duty (Class 1-2)
2949740,Passenger,MYSTIC,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Audi,Q5 E Premium Plus 55,EP,Gray,0,H04,0,Audi Q5 Plug In,PHEV,Light-Duty (Class 1-2)
2948873,Combination,NAUGATUCK,CT,12/31/2024,12/30/2027,Combination,Truck,"10,500",2024,Chevrolet,Silverado Rst,PK,White,0,E00,"10,500",Chevrolet Silverado Rst,BEV,"Class 3: 10,001 - 14,000 lb (4,536 - 6,350 kg)"
2949508,Passenger,NAUGATUCK,CT,12/31/2024,12/30/2027,Regular,SUV,0,2022,Jeep,Wrangler Unlimited Sahara 4xe,SU,Gray,0,H04,0,Jeep Wrangler Plug In,PHEV,Light-Duty (Class 1-2)
2318593,Passenger,NEW CANAAN,CT,12/31/2024,12/30/2027,Regular,SUV,"5,800",2021,Ford,Mustang Mach-e Premium,SU,Silver,0,E00,"5,800",Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2944389,Passenger,NEW CANAAN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Silver,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2944691,Passenger,NEW CANAAN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Black,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2953455,Passenger,NEW CANAAN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Green,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2947354,Passenger,NEW HARTFORD,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,BMW,X5 Xdrive50e,SU,Blue,0,H06,0,BMW X5,PHEV,Light-Duty (Class 1-2)
2947920,Passenger,NEW HAVEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Tesla,Model Y,SU,Gray,0,E00,0,Tesla Model Y,BEV,Light-Duty (Class 1-2)
2949792,Passenger,NEW HAVEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2023,Volkswagen,Id.4 Pro S,SU,Black,0,E00,0,Volkswagen ID.4,BEV,Light-Duty (Class 1-2)
2321903,Passenger,NEWINGTON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,Volvo,Xc90 T8 Recharge Inscription,SU,White,0,H04,0,Volvo XC90 Plug In,PHEV,Light-Duty (Class 1-2)
2947352,Passenger,NEW LONDON,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,White,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2945258,Passenger,NEWTOWN,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,KIA,Ev9 Land,EP,Blue,0,E00,0,KIA Ev9 Land,BEV,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)"
2947888,Passenger,NEW YORK,NY,12/31/2024,12/30/2027,Regular,Passenger,0,2023,Tesla,Model 3,4D,White,"7,288,426",E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2317900,Passenger,NIANTIC,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2021,Toyota,Rav4 Prime Xse,4W,White,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2950847,Passenger,NORTH HAVEN,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2024,Hyundai,Ioniq 5 Sel,SU,Black,0,E00,0,Hyundai Ioniq 5 Sel,BEV,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)"
2945530,Passenger,NORTH HAVEN,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Ford,Mustang Mach-e Premium,4W,Blue,0,E00,0,Ford Mustang Mach-E,BEV,Light-Duty (Class 1-2)
2948260,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Audi,Q5 E Premium Plus 55,SU,White,0,H04,0,Audi Q5 Plug In,PHEV,Light-Duty (Class 1-2)
1252366,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2016,Chevrolet,Volt Lt,4H,Red,0,H04,0,Chevrolet Volt,PHEV,Light-Duty (Class 1-2)
2950220,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Gray,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2947133,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Honda,Prologue Ex,EP,Black,0,E00,0,Honda Prologue Ex,BEV,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)"
2950043,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,Tesla,Model 3,4D,Blue,0,E00,0,Tesla Model 3,BEV,Light-Duty (Class 1-2)
2952147,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,SUV,0,2025,Rivian,R1s Adventure,SU,Gray,0,E00,0,Rivian R1S,BEV,Light-Duty (Class 1-2)
2945707,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,SUV,0,2024,Toyota,Rav4 Prime Se,4W,Silver,0,H04,0,Toyota RAV4 Prime,PHEV,Light-Duty (Class 1-2)
2944110,Passenger,NORWALK,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2022,KIA,Sorento Sx,SU,Gray,0,G04,0,Kia Sorrento Plug In,PHEV,Light-Duty (Class 1-2)
2948186,Passenger,OAKDALE,CT,12/31/2024,12/30/2027,Regular,Passenger,0,2025,KIA,Sportage X Line,4W,White,0,H04,0,Kia Sportage Plug-In,PHEV,Light-Duty (Class 1-2)
